token,action,price,timestamp,balance_before,balance_after,amount
BTCUSDT,SELL,116888.9,2025-08-08 22:59:59,967.76,967.76,0.0082793146
BTCUSDT,BUY,116434.76,2025-08-09 04:59:59,967.76,0.0,0.0083116071
BTCUSDT,SELL,117110.0,2025-08-09 11:59:59,973.3723,973.3723,0.0083116071
BTCUSDT,BUY,116778.07,2025-08-09 20:59:59,973.3723,0.0,0.008335232
BTCUSDT,SELL,116749.4,2025-08-09 21:59:59,973.1333,973.1333,0.008335232
ETHUSDT,BUY,2955.09,2025-07-11 01:59:59,1000.0,0.0,0.3383991689
ETHUSDT,SELL,2968.49,2025-07-11 07:59:59,1004.5345,1004.5345,0.3383991689
ETHUSDT,BUY,3003.33,2025-07-11 08:59:59,1004.5345,0.0,0.3344735839
ETHUSDT,SELL,3002.99,2025-07-11 10:59:59,1004.4208,1004.4208,0.3344735839
ETHUSDT,BUY,3002.85,2025-07-11 13:59:59,1004.4208,0.0,0.3344891779
ETHUSDT,SELL,2988.73,2025-07-11 14:59:59,999.6978,999.6978,0.3344891779
ETHUSDT,BUY,2993.31,2025-07-11 17:59:59,999.6978,0.0,0.3339773831
ETHUSDT,SELL,2974.8,2025-07-11 20:59:59,993.5159,993.5159,0.3339773831
ETHUSDT,BUY,2958.58,2025-07-12 01:59:59,993.5159,0.0,0.3358083673
ETHUSDT,SELL,2951.47,2025-07-12 04:59:59,991.1283,991.1283,0.3358083673
ETHUSDT,BUY,2959.87,2025-07-12 06:59:59,991.1283,0.0,0.3348553557
ETHUSDT,SELL,2963.39,2025-07-12 11:59:59,992.307,992.307,0.3348553557
ETHUSDT,BUY,2924.49,2025-07-12 16:59:59,992.307,0.0,0.3393094224
ETHUSDT,SELL,2941.18,2025-07-12 19:59:59,997.9701,997.9701,0.3393094224
ETHUSDT,BUY,2939.19,2025-07-12 21:59:59,997.9701,0.0,0.3395391543
ETHUSDT,SELL,2950.66,2025-07-13 05:59:59,1001.8646,1001.8646,0.3395391543
ETHUSDT,BUY,2959.82,2025-07-13 06:59:59,1001.8646,0.0,0.3384883544
ETHUSDT,SELL,2955.88,2025-07-13 08:59:59,1000.531,1000.531,0.3384883544
ETHUSDT,BUY,2964.58,2025-07-13 11:59:59,1000.531,0.0,0.3374950101
ETHUSDT,SELL,2974.58,2025-07-13 16:59:59,1003.9059,1003.9059,0.3374950101
ETHUSDT,BUY,2991.82,2025-07-13 17:59:59,1003.9059,0.0,0.335550236
ETHUSDT,SELL,2989.45,2025-07-13 19:59:59,1003.1107,1003.1107,0.335550236
ETHUSDT,BUY,2991.91,2025-07-13 20:59:59,1003.1107,0.0,0.3352743408
ETHUSDT,SELL,2964.99,2025-07-13 21:59:59,994.0851,994.0851,0.3352743408
ETHUSDT,BUY,2972.03,2025-07-13 23:59:59,994.0851,0.0,0.3344801592
ETHUSDT,SELL,3040.23,2025-07-14 05:59:59,1016.8966,1016.8966,0.3344801592
ETHUSDT,BUY,3045.02,2025-07-14 07:59:59,1016.8966,0.0,0.3339540018
ETHUSDT,SELL,3051.72,2025-07-14 11:59:59,1019.1341,1019.1341,0.3339540018
ETHUSDT,BUY,3056.26,2025-07-14 13:59:59,1019.1341,0.0,0.3334579212
ETHUSDT,SELL,3029.49,2025-07-14 14:59:59,1010.2074,1010.2074,0.3334579212
ETHUSDT,BUY,3025.54,2025-07-14 16:59:59,1010.2074,0.0,0.3338932679
ETHUSDT,SELL,3008.86,2025-07-14 17:59:59,1004.6381,1004.6381,0.3338932679
ETHUSDT,BUY,3000.33,2025-07-14 19:59:59,1004.6381,0.0,0.3348425334
ETHUSDT,SELL,2992.96,2025-07-15 00:59:59,1002.1703,1002.1703,0.3348425334
ETHUSDT,BUY,2968.32,2025-07-15 04:59:59,1002.1703,0.0,0.3376220585
ETHUSDT,SELL,2977.49,2025-07-15 07:59:59,1005.2663,1005.2663,0.3376220585
ETHUSDT,BUY,2974.31,2025-07-15 10:59:59,1005.2663,0.0,0.337983029
ETHUSDT,SELL,2977.93,2025-07-15 14:59:59,1006.4898,1006.4898,0.337983029
ETHUSDT,BUY,3039.93,2025-07-15 15:59:59,1006.4898,0.0,0.3310897953
ETHUSDT,SELL,3065.41,2025-07-15 18:59:59,1014.926,1014.926,0.3310897953
ETHUSDT,BUY,3080.82,2025-07-15 21:59:59,1014.926,0.0,0.3294337123
ETHUSDT,SELL,3139.78,2025-07-16 01:59:59,1034.3494,1034.3494,0.3294337123
ETHUSDT,BUY,3128.65,2025-07-16 04:59:59,1034.3494,0.0,0.3306056546
ETHUSDT,SELL,3162.24,2025-07-16 09:59:59,1045.4544,1045.4544,0.3306056546
ETHUSDT,BUY,3164.93,2025-07-16 12:59:59,1045.4544,0.0,0.3303246596
ETHUSDT,SELL,3374.01,2025-07-16 21:59:59,1114.5187,1114.5187,0.3303246596
ETHUSDT,BUY,3371.35,2025-07-16 23:59:59,1114.5187,0.0,0.3305852863
ETHUSDT,SELL,3338.21,2025-07-17 01:59:59,1103.5631,1103.5631,0.3305852863
ETHUSDT,BUY,3351.0,2025-07-17 04:59:59,1103.5631,0.0,0.3293235179
ETHUSDT,SELL,3433.29,2025-07-17 11:59:59,1130.6631,1130.6631,0.3293235179
ETHUSDT,BUY,3426.5,2025-07-17 14:59:59,1130.6631,0.0,0.32997611
ETHUSDT,SELL,3394.59,2025-07-17 16:59:59,1120.1336,1120.1336,0.32997611
ETHUSDT,BUY,3424.05,2025-07-17 17:59:59,1120.1336,0.0,0.3271370462
ETHUSDT,SELL,3412.33,2025-07-17 19:59:59,1116.2996,1116.2996,0.3271370462
ETHUSDT,BUY,3420.76,2025-07-17 20:59:59,1116.2996,0.0,0.3263308613
ETHUSDT,SELL,3596.4,2025-07-18 03:59:59,1173.6163,1173.6163,0.3263308613
ETHUSDT,BUY,3619.41,2025-07-18 04:59:59,1173.6163,0.0,0.3242562488
ETHUSDT,SELL,3604.1,2025-07-18 07:59:59,1168.6519,1168.6519,0.3242562488
ETHUSDT,BUY,3620.91,2025-07-18 09:59:59,1168.6519,0.0,0.3227508958
ETHUSDT,SELL,3610.24,2025-07-18 11:59:59,1165.2082,1165.2082,0.3227508958
ETHUSDT,BUY,3637.57,2025-07-18 12:59:59,1165.2082,0.0,0.3203259853
ETHUSDT,SELL,3585.23,2025-07-18 14:59:59,1148.4423,1148.4423,0.3203259853
ETHUSDT,BUY,3600.2,2025-07-18 17:59:59,1148.4423,0.0,0.318994037
ETHUSDT,SELL,3572.54,2025-07-18 18:59:59,1139.619,1139.619,0.318994037
ETHUSDT,BUY,3553.9,2025-07-18 21:59:59,1139.619,0.0,0.3206671423
ETHUSDT,SELL,3522.21,2025-07-19 00:59:59,1129.457,1129.457,0.3206671423
ETHUSDT,BUY,3545.0,2025-07-19 01:59:59,1129.457,0.0,0.3186056461
ETHUSDT,SELL,3586.31,2025-07-19 05:59:59,1142.6186,1142.6186,0.3186056461
ETHUSDT,BUY,3557.84,2025-07-19 10:59:59,1142.6186,0.0,0.3211551432
ETHUSDT,SELL,3552.75,2025-07-19 11:59:59,1140.9839,1140.9839,0.3211551432
ETHUSDT,BUY,3561.8,2025-07-19 12:59:59,1140.9839,0.0,0.3203391361
ETHUSDT,SELL,3531.57,2025-07-19 14:59:59,1131.3001,1131.3001,0.3203391361
ETHUSDT,BUY,3552.0,2025-07-19 15:59:59,1131.3001,0.0,0.3184966449
ETHUSDT,SELL,3543.0,2025-07-19 17:59:59,1128.4336,1128.4336,0.3184966449
ETHUSDT,BUY,3552.8,2025-07-19 18:59:59,1128.4336,0.0,0.3176181077
ETHUSDT,SELL,3563.64,2025-07-19 20:59:59,1131.8766,1131.8766,0.3176181077
ETHUSDT,BUY,3571.44,2025-07-19 21:59:59,1131.8766,0.0,0.316924432
ETHUSDT,SELL,3647.21,2025-07-20 05:59:59,1155.89,1155.89,0.316924432
ETHUSDT,BUY,3652.54,2025-07-20 06:59:59,1155.89,0.0,0.3164619573
ETHUSDT,SELL,3699.63,2025-07-20 10:59:59,1170.7922,1170.7922,0.3164619573
ETHUSDT,BUY,3756.71,2025-07-20 11:59:59,1170.7922,0.0,0.3116535881
ETHUSDT,SELL,3748.85,2025-07-20 13:59:59,1168.3426,1168.3426,0.3116535881
ETHUSDT,BUY,3767.06,2025-07-20 14:59:59,1168.3426,0.0,0.310147052
ETHUSDT,SELL,3738.84,2025-07-20 17:59:59,1159.5902,1159.5902,0.310147052
ETHUSDT,BUY,3749.93,2025-07-20 19:59:59,1159.5902,0.0,0.3092298267
ETHUSDT,SELL,3740.19,2025-07-20 20:59:59,1156.5783,1156.5783,0.3092298267
ETHUSDT,BUY,3770.3,2025-07-20 21:59:59,1156.5783,0.0,0.3067602858
ETHUSDT,SELL,3747.07,2025-07-20 22:59:59,1149.4523,1149.4523,0.3067602858
ETHUSDT,BUY,3743.31,2025-07-21 02:59:59,1149.4523,0.0,0.3070684138
ETHUSDT,SELL,3777.55,2025-07-21 08:59:59,1159.9663,1159.9663,0.3070684138
ETHUSDT,BUY,3810.85,2025-07-21 10:59:59,1159.9663,0.0,0.3043851861
ETHUSDT,SELL,3810.37,2025-07-21 15:59:59,1159.8202,1159.8202,0.3043851861
ETHUSDT,BUY,3755.86,2025-07-21 20:59:59,1159.8202,0.0,0.3088028259
ETHUSDT,SELL,3742.95,2025-07-22 00:59:59,1155.8335,1155.8335,0.3088028259
ETHUSDT,BUY,3794.43,2025-07-22 01:59:59,1155.8335,0.0,0.3046132192
ETHUSDT,SELL,3736.98,2025-07-22 02:59:59,1138.3335,1138.3335,0.3046132192
ETHUSDT,BUY,3691.6,2025-07-22 06:59:59,1138.3335,0.0,0.3083577603
ETHUSDT,SELL,3676.91,2025-07-22 07:59:59,1133.8037,1133.8037,0.3083577603
ETHUSDT,BUY,3698.4,2025-07-22 10:59:59,1133.8037,0.0,0.3065660102
ETHUSDT,SELL,3701.55,2025-07-22 12:59:59,1134.7694,1134.7694,0.3065660102
ETHUSDT,BUY,3706.33,2025-07-22 14:59:59,1134.7694,0.0,0.3061706365
ETHUSDT,SELL,3699.37,2025-07-22 17:59:59,1132.6385,1132.6385,0.3061706365
ETHUSDT,BUY,3710.65,2025-07-22 18:59:59,1132.6385,0.0,0.3052399088
ETHUSDT,SELL,3670.14,2025-07-22 19:59:59,1120.2732,1120.2732,0.3052399088
ETHUSDT,BUY,3706.73,2025-07-22 20:59:59,1120.2732,0.0,0.3022268142
ETHUSDT,SELL,3725.52,2025-07-23 00:59:59,1125.952,1125.952,0.3022268142
ETHUSDT,BUY,3738.53,2025-07-23 01:59:59,1125.952,0.0,0.3011750717
ETHUSDT,SELL,3728.63,2025-07-23 03:59:59,1122.9704,1122.9704,0.3011750717
ETHUSDT,BUY,3691.94,2025-07-23 08:59:59,1122.9704,0.0,0.3041681088
ETHUSDT,SELL,3658.78,2025-07-23 09:59:59,1112.8842,1112.8842,0.3041681088
ETHUSDT,BUY,3671.99,2025-07-23 11:59:59,1112.8842,0.0,0.3030738627
ETHUSDT,SELL,3640.25,2025-07-23 12:59:59,1103.2646,1103.2646,0.3030738627
ETHUSDT,BUY,3616.44,2025-07-23 14:59:59,1103.2646,0.0,0.3050692473
ETHUSDT,SELL,3571.0,2025-07-23 16:59:59,1089.4023,1089.4023,0.3050692473
ETHUSDT,BUY,3604.24,2025-07-23 18:59:59,1089.4023,0.0,0.3022557549
ETHUSDT,SELL,3587.75,2025-07-23 19:59:59,1084.4181,1084.4181,0.3022557549
ETHUSDT,BUY,3591.39,2025-07-23 21:59:59,1084.4181,0.0,0.3019494081
ETHUSDT,SELL,3641.19,2025-07-24 03:59:59,1099.4552,1099.4552,0.3019494081
ETHUSDT,BUY,3591.9,2025-07-24 07:59:59,1099.4552,0.0,0.3060929216
ETHUSDT,SELL,3620.98,2025-07-24 10:59:59,1108.3563,1108.3563,0.3060929216
ETHUSDT,BUY,3655.12,2025-07-24 11:59:59,1108.3563,0.0,0.303233915
ETHUSDT,SELL,3629.93,2025-07-24 13:59:59,1100.7179,1100.7179,0.303233915
ETHUSDT,BUY,3734.44,2025-07-24 14:59:59,1100.7179,0.0,0.2947477761
ETHUSDT,SELL,3686.69,2025-07-24 16:59:59,1086.6437,1086.6437,0.2947477761
ETHUSDT,BUY,3724.7,2025-07-24 17:59:59,1086.6437,0.0,0.2917399196
ETHUSDT,SELL,3735.44,2025-07-24 20:59:59,1089.777,1089.777,0.2917399196
ETHUSDT,BUY,3683.27,2025-07-25 01:59:59,1089.777,0.0,0.2958721368
ETHUSDT,SELL,3615.97,2025-07-25 02:59:59,1069.8648,1069.8648,0.2958721368
ETHUSDT,BUY,3648.6,2025-07-25 04:59:59,1069.8648,0.0,0.2932261061
ETHUSDT,SELL,3631.61,2025-07-25 06:59:59,1064.8829,1064.8829,0.2932261061
ETHUSDT,BUY,3664.82,2025-07-25 08:59:59,1064.8829,0.0,0.290568939
ETHUSDT,SELL,3721.37,2025-07-25 11:59:59,1081.3145,1081.3145,0.290568939
ETHUSDT,BUY,3640.78,2025-07-25 16:59:59,1081.3145,0.0,0.297000789
ETHUSDT,SELL,3636.48,2025-07-25 17:59:59,1080.0374,1080.0374,0.297000789
ETHUSDT,BUY,3650.25,2025-07-25 18:59:59,1080.0374,0.0,0.2958803997
ETHUSDT,SELL,3641.14,2025-07-25 19:59:59,1077.342,1077.342,0.2958803997
ETHUSDT,BUY,3685.12,2025-07-25 20:59:59,1077.342,0.0,0.2923492203
ETHUSDT,SELL,3702.13,2025-07-26 01:59:59,1082.3148,1082.3148,0.2923492203
ETHUSDT,BUY,3742.67,2025-07-26 02:59:59,1082.3148,0.0,0.2891825405
ETHUSDT,SELL,3739.78,2025-07-26 06:59:59,1081.4791,1081.4791,0.2891825405
ETHUSDT,BUY,3762.73,2025-07-26 08:59:59,1081.4791,0.0,0.2874187309
ETHUSDT,SELL,3759.93,2025-07-26 10:59:59,1080.6743,1080.6743,0.2874187309
ETHUSDT,BUY,3743.62,2025-07-26 13:59:59,1080.6743,0.0,0.2886709412
ETHUSDT,SELL,3727.97,2025-07-26 14:59:59,1076.1566,1076.1566,0.2886709412
ETHUSDT,BUY,3740.14,2025-07-26 18:59:59,1076.1566,0.0,0.2877316381
ETHUSDT,SELL,3750.16,2025-07-26 22:59:59,1079.0397,1079.0397,0.2877316381
ETHUSDT,BUY,3756.26,2025-07-27 00:59:59,1079.0397,0.0,0.2872643746
ETHUSDT,SELL,3772.2,2025-07-27 06:59:59,1083.6187,1083.6187,0.2872643746
ETHUSDT,BUY,3770.96,2025-07-27 08:59:59,1083.6187,0.0,0.2873588354
ETHUSDT,SELL,3763.5,2025-07-27 09:59:59,1081.475,1081.475,0.2873588354
ETHUSDT,BUY,3817.06,2025-07-27 10:59:59,1081.475,0.0,0.2833266904
ETHUSDT,SELL,3810.07,2025-07-27 13:59:59,1079.4945,1079.4945,0.2833266904
ETHUSDT,BUY,3818.53,2025-07-27 15:59:59,1079.4945,0.0,0.2826989767
ETHUSDT,SELL,3828.32,2025-07-27 19:59:59,1082.2621,1082.2621,0.2826989767
ETHUSDT,BUY,3837.12,2025-07-27 21:59:59,1082.2621,0.0,0.2820506386
ETHUSDT,SELL,3862.01,2025-07-28 00:59:59,1089.2824,1089.2824,0.2820506386
ETHUSDT,BUY,3885.88,2025-07-28 02:59:59,1089.2824,0.0,0.2803180713
ETHUSDT,SELL,3912.81,2025-07-28 06:59:59,1096.8314,1096.8314,0.2803180713
ETHUSDT,BUY,3894.24,2025-07-28 09:59:59,1096.8314,0.0,0.2816547908
ETHUSDT,SELL,3887.8,2025-07-28 10:59:59,1095.0175,1095.0175,0.2816547908
ETHUSDT,BUY,3806.51,2025-07-28 16:59:59,1095.0175,0.0,0.2876696753
ETHUSDT,SELL,3784.48,2025-07-28 17:59:59,1088.6801,1088.6801,0.2876696753
ETHUSDT,BUY,3797.36,2025-07-28 19:59:59,1088.6801,0.0,0.2866939486
ETHUSDT,SELL,3788.05,2025-07-28 20:59:59,1086.011,1086.011,0.2866939486
ETHUSDT,BUY,3799.0,2025-07-28 23:59:59,1086.011,0.0,0.2858675999
ETHUSDT,SELL,3780.34,2025-07-29 00:59:59,1080.6767,1080.6767,0.2858675999
ETHUSDT,BUY,3791.9,2025-07-29 03:59:59,1080.6767,0.0,0.2849961029
ETHUSDT,SELL,3872.62,2025-07-29 09:59:59,1103.6816,1103.6816,0.2849961029
ETHUSDT,BUY,3852.81,2025-07-29 12:59:59,1103.6816,0.0,0.2864614679
ETHUSDT,SELL,3838.94,2025-07-29 13:59:59,1099.7084,1099.7084,0.2864614679
ETHUSDT,BUY,3769.74,2025-07-29 17:59:59,1099.7084,0.0,0.2917199561
ETHUSDT,SELL,3765.89,2025-07-29 19:59:59,1098.5853,1098.5853,0.2917199561
ETHUSDT,BUY,3781.14,2025-07-29 21:59:59,1098.5853,0.0,0.2905433984
ETHUSDT,SELL,3775.0,2025-07-30 00:59:59,1096.8013,1096.8013,0.2905433984
ETHUSDT,BUY,3791.73,2025-07-30 01:59:59,1096.8013,0.0,0.289261453
ETHUSDT,SELL,3808.57,2025-07-30 04:59:59,1101.6725,1101.6725,0.289261453
ETHUSDT,BUY,3824.95,2025-07-30 06:59:59,1101.6725,0.0,0.2880227172
ETHUSDT,SELL,3811.44,2025-07-30 07:59:59,1097.7813,1097.7813,0.2880227172
ETHUSDT,BUY,3774.24,2025-07-30 12:59:59,1097.7813,0.0,0.2908615523
ETHUSDT,SELL,3795.92,2025-07-30 16:59:59,1104.0872,1104.0872,0.2908615523
ETHUSDT,BUY,3805.14,2025-07-30 17:59:59,1104.0872,0.0,0.2901567836
ETHUSDT,SELL,3738.37,2025-07-30 18:59:59,1084.7134,1084.7134,0.2901567836
ETHUSDT,BUY,3770.64,2025-07-30 20:59:59,1084.7134,0.0,0.2876735554
ETHUSDT,SELL,3763.1,2025-07-30 21:59:59,1082.5444,1082.5444,0.2876735554
ETHUSDT,BUY,3810.0,2025-07-30 23:59:59,1082.5444,0.0,0.284132377
ETHUSDT,SELL,3859.15,2025-07-31 05:59:59,1096.5095,1096.5095,0.284132377
ETHUSDT,BUY,3874.08,2025-07-31 06:59:59,1096.5095,0.0,0.2830373825
ETHUSDT,SELL,3863.81,2025-07-31 07:59:59,1093.6027,1093.6027,0.2830373825
ETHUSDT,BUY,3788.38,2025-07-31 15:59:59,1093.6027,0.0,0.2886729074
ETHUSDT,SELL,3775.83,2025-07-31 17:59:59,1089.9798,1089.9798,0.2886729074
ETHUSDT,BUY,3716.4,2025-08-01 02:59:59,1089.9798,0.0,0.2932891572
ETHUSDT,SELL,3682.07,2025-08-01 04:59:59,1079.9112,1079.9112,0.2932891572
ETHUSDT,BUY,3615.11,2025-08-01 10:59:59,1079.9112,0.0,0.2987215347
ETHUSDT,SELL,3599.69,2025-08-01 13:59:59,1075.3049,1075.3049,0.2987215347
ETHUSDT,BUY,3633.05,2025-08-01 14:59:59,1075.3049,0.0,0.2959785638
ETHUSDT,SELL,3616.1,2025-08-01 15:59:59,1070.2881,1070.2881,0.2959785638
ETHUSDT,BUY,3541.82,2025-08-01 20:59:59,1070.2881,0.0,0.3021859057
ETHUSDT,SELL,3463.81,2025-08-01 22:59:59,1046.7146,1046.7146,0.3021859057
ETHUSDT,BUY,3515.17,2025-08-02 00:59:59,1046.7146,0.0,0.2977706802
ETHUSDT,SELL,3519.37,2025-08-02 05:59:59,1047.9652,1047.9652,0.2977706802
ETHUSDT,BUY,3519.16,2025-08-02 07:59:59,1047.9652,0.0,0.2977884492
ETHUSDT,SELL,3491.43,2025-08-02 08:59:59,1039.7075,1039.7075,0.2977884492
ETHUSDT,BUY,3508.67,2025-08-02 11:59:59,1039.7075,0.0,0.2963252529
ETHUSDT,SELL,3479.5,2025-08-02 14:59:59,1031.0637,1031.0637,0.2963252529
ETHUSDT,BUY,3471.9,2025-08-02 16:59:59,1031.0637,0.0,0.2969739098
ETHUSDT,SELL,3424.22,2025-08-02 17:59:59,1016.904,1016.904,0.2969739098
ETHUSDT,BUY,3423.83,2025-08-02 20:59:59,1016.904,0.0,0.2970077374
ETHUSDT,SELL,3410.78,2025-08-02 22:59:59,1013.0281,1013.0281,0.2970077374
ETHUSDT,BUY,3409.72,2025-08-03 00:59:59,1013.0281,0.0,0.2971000699
ETHUSDT,SELL,3440.37,2025-08-03 06:59:59,1022.1342,1022.1342,0.2971000699
ETHUSDT,BUY,3456.25,2025-08-03 07:59:59,1022.1342,0.0,0.2957350214
ETHUSDT,SELL,3472.08,2025-08-03 14:59:59,1026.8157,1026.8157,0.2957350214
ETHUSDT,BUY,3495.03,2025-08-03 16:59:59,1026.8157,0.0,0.293793087
ETHUSDT,SELL,3492.63,2025-08-03 20:59:59,1026.1105,1026.1105,0.293793087
ETHUSDT,BUY,3502.44,2025-08-03 21:59:59,1026.1105,0.0,0.2929702007
ETHUSDT,SELL,3496.74,2025-08-03 23:59:59,1024.4406,1024.4406,0.2929702007
ETHUSDT,BUY,3546.17,2025-08-04 00:59:59,1024.4406,0.0,0.2888864943
ETHUSDT,SELL,3539.56,2025-08-04 04:59:59,1022.5311,1022.5311,0.2888864943
ETHUSDT,BUY,3538.95,2025-08-04 06:59:59,1022.5311,0.0,0.2889362889
ETHUSDT,SELL,3547.19,2025-08-04 09:59:59,1024.9119,1024.9119,0.2889362889
ETHUSDT,BUY,3554.9,2025-08-04 10:59:59,1024.9119,0.0,0.2883096331
ETHUSDT,SELL,3676.28,2025-08-04 18:59:59,1059.9069,1059.9069,0.2883096331
ETHUSDT,BUY,3700.47,2025-08-04 20:59:59,1059.9069,0.0,0.2864249509
ETHUSDT,SELL,3720.99,2025-08-04 23:59:59,1065.7844,1065.7844,0.2864249509
ETHUSDT,BUY,3664.4,2025-08-05 05:59:59,1065.7844,0.0,0.2908482638
ETHUSDT,SELL,3650.85,2025-08-05 06:59:59,1061.8434,1061.8434,0.2908482638
ETHUSDT,BUY,3634.81,2025-08-05 08:59:59,1061.8434,0.0,0.2921317439
ETHUSDT,SELL,3628.43,2025-08-05 12:59:59,1059.9796,1059.9796,0.2921317439
ETHUSDT,BUY,3577.67,2025-08-05 16:59:59,1059.9796,0.0,0.2962765106
ETHUSDT,SELL,3587.69,2025-08-05 18:59:59,1062.9483,1062.9483,0.2962765106
ETHUSDT,BUY,3575.62,2025-08-05 21:59:59,1062.9483,0.0,0.2972766329
ETHUSDT,SELL,3576.17,2025-08-06 00:59:59,1063.1118,1063.1118,0.2972766329
ETHUSDT,BUY,3592.34,2025-08-06 02:59:59,1063.1118,0.0,0.2959385182
ETHUSDT,SELL,3583.66,2025-08-06 03:59:59,1060.543,1060.543,0.2959385182
ETHUSDT,BUY,3638.51,2025-08-06 05:59:59,1060.543,0.0,0.2914772888
ETHUSDT,SELL,3622.15,2025-08-06 08:59:59,1055.7745,1055.7745,0.2914772888
ETHUSDT,BUY,3602.75,2025-08-06 13:59:59,1055.7745,0.0,0.2930468285
ETHUSDT,SELL,3645.42,2025-08-06 16:59:59,1068.2788,1068.2788,0.2930468285
ETHUSDT,BUY,3682.32,2025-08-06 17:59:59,1068.2788,0.0,0.2901102483
ETHUSDT,SELL,3674.54,2025-08-06 20:59:59,1066.0217,1066.0217,0.2901102483
ETHUSDT,BUY,3682.15,2025-08-06 22:59:59,1066.0217,0.0,0.2895106696
ETHUSDT,SELL,3673.93,2025-08-07 00:59:59,1063.6419,1063.6419,0.2895106696
ETHUSDT,BUY,3662.27,2025-08-07 04:59:59,1063.6419,0.0,0.2904324188
ETHUSDT,SELL,3820.33,2025-08-07 14:59:59,1109.5477,1109.5477,0.2904324188
ETHUSDT,BUY,3830.2,2025-08-07 17:59:59,1109.5477,0.0,0.2896840067
ETHUSDT,SELL,3900.16,2025-08-08 00:59:59,1129.814,1129.814,0.2896840067
ETHUSDT,BUY,3939.18,2025-08-08 03:59:59,1129.814,0.0,0.2868145085
ETHUSDT,SELL,3901.5,2025-08-08 05:59:59,1119.0068,1119.0068,0.2868145085
ETHUSDT,BUY,3915.01,2025-08-08 06:59:59,1119.0068,0.0,0.2858247628
ETHUSDT,SELL,3898.46,2025-08-08 08:59:59,1114.2764,1114.2764,0.2858247628
ETHUSDT,BUY,3917.97,2025-08-08 11:59:59,1114.2764,0.0,0.2844014643
ETHUSDT,SELL,3892.37,2025-08-08 12:59:59,1106.9957,1106.9957,0.2844014643
ETHUSDT,BUY,3999.76,2025-08-08 13:59:59,1106.9957,0.0,0.2767655378
ETHUSDT,SELL,3954.56,2025-08-08 15:59:59,1094.4859,1094.4859,0.2767655378
ETHUSDT,BUY,3970.97,2025-08-08 16:59:59,1094.4859,0.0,0.2756218066
ETHUSDT,SELL,4057.94,2025-08-08 20:59:59,1118.4568,1118.4568,0.2756218066
ETHUSDT,BUY,4033.19,2025-08-09 01:59:59,1118.4568,0.0,0.2773131823
ETHUSDT,SELL,4170.64,2025-08-09 07:59:59,1156.5735,1156.5735,0.2773131823
ETHUSDT,BUY,4189.89,2025-08-09 08:59:59,1156.5735,0.0,0.2760390966
ETHUSDT,SELL,4190.0,2025-08-09 11:59:59,1156.6038,1156.6038,0.2760390966
ETHUSDT,BUY,4197.16,2025-08-09 14:59:59,1156.6038,0.0,0.2755681973
ETHUSDT,SELL,4288.07,2025-08-09 21:59:59,1181.6557,1181.6557,0.2755681973
